Код филиала,Название,"Адрес, строка 1","Адрес, строка 2",Город,Район,Область/край,Страна,Индекс,Основной номер телефона,Веб-сайт,Основная категория,Дополнительные категории,Часы работы,Изображения,Описание,Доп. телефон,Моб. телефон,Ярлыки,"Номер телефона для расширения ""Адреса"" в AdWords"
2002,Ин-Тайм,"ул. Объездная, 12/6в",,Тернополь,,Тернопольская область,UA,00000, (67) 619-78-38,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Тернополь Западный Рынок (склад № 2)",0 (800) 30-09-11,,,
0605,Ин-Тайм,"ул. Ковпака, 1",,Бердичев,,Житомирская область,UA,00000, (67) 619-78-36,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Бердичев Ковпака (склад № 2)",0 (800) 30-09-11,,,
0902,Ин-Тайм,"ул. Шопена, 9/2",,Ивано-Франковск,,Ивано-Франковская область,UA,00000, (67) 619-78-39,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Ивано-Франковск Шопена (склад № 2 до 30кг)",0 (800) 30-09-11,,,
0909,Ин-Тайм,"ул. Мазепы, 92",,Коломыя,,Ивано-Франковская область,UA,00000, (67) 619-78-40,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Коломыя Мазепы (склад № 2)",0 (800) 30-09-11,,,
0301,Ин-Тайм,"ул. Стрелецкая, 73а",,Луцк,,Волынская область,UA,00000, (67) 614-14-84,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Луцк Центральный (склад № 1)",0 (800) 30-09-11,,,
2104,Ин-Тайм,"ул. Проспектная, Афганская площадка 21п",,Харьков,,Харьковская область,UA,00000, (67) 612-44-26,http://www.intime.ua,Почтовая служба,Курьерская служба,пн – чт  8:00-17:00, пт –  вс  8:00-15:00,,"Харьков Барабашово (склад № 4)",0 (800) 30-09-11,,,
2302,Ин-Тайм,"ул. Геологов,2, рк Пан Каблук, 6й ряд",,Хмельницкий,,Хмельницкая область,UA,00000, (67) 618-83-85,http://www.intime.ua,Почтовая служба,Курьерская служба,"1:09:00:16:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:18:00",,"Хмельницкий Рынок (склад № 2)",0 (800) 30-09-11,,,
1702,Ин-Тайм,"Киевское шоссе, 44",,Полтава,,Полтавская область,UA,00000, (67) 618-84-40,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Полтава Авторынок (склад № 2 до 30кг)",0 (800) 30-09-11,,,
1721,Ин-Тайм,"ул. Строна, 1",,Комсомольск,,Полтавская область,UA,00000, (67) 611-44-57,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Комсомольск  (склад № 1)",0 (800) 30-09-11,,,
0405,Ин-Тайм,"ул. Гоголя, 19",,Днепропетровск,,Днепропетровская область,UA,00000, (67) 619-72-20,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Днепропетровск Нагорный (склад № 5 до 30кг)",0 (800) 30-09-11,,,
1121,Ин-Тайм,"ул. Вербовая, 19",,Киев,,Киев,UA,00000, (67) 617-20-22,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Киев Петровка (склад № 21 до 30кг)",0 (800) 30-09-11,,,
0704,Ин-Тайм,"ул. Я. Мудрого, 59",,Мукачево,,Закарпатская область,UA,00000, (67) 617-74-28,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Мукачево Ярослава Мудрого (склад № 2)",0 (800) 30-09-11,,,
0907,Ин-Тайм,"ул. Гвардейская, 15",,Косов,,Ивано-Франковская область,UA,00000, (67) 618-05-38,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Косов (склад № 1)",0 (800) 30-09-11,,,
2510,Ин-Тайм,"ул. Мира, 11",,Варва,,Черниговская область,UA,00000, (67) 618-07-66,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:15:00",,"Варва  (склад № 1)",0 (800) 30-09-11,,,
1031,Ин-Тайм,"ул. Шевченко, 26",,Богуслав,,Киевская область,UA,00000, (67) 617-16-18,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Богуслав (склад № 1)",0 (800) 30-09-11,,,
2314,Ин-Тайм,"ул. Бориса Олейника, 22",,Деражня,,Хмельницкая область,UA,00000, (67) 617-65-83,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Деражня (склад № 1)",0 (800) 30-09-11,,,
1215,Ин-Тайм,"ул. Объездная, 1",,Устиновка,,Кировоградская область,UA,00000, (67) 612-87-16,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:14:00",,"Устиновка (склад № 1)",0 (800) 30-09-11,,,
2124,Ин-Тайм,"ул. Роганская, 13",,Харьков,,Харьковская область,UA,00000, (67) 612-86-83,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Харьков Роганская (склад № 18 до 30кг)",0 (800) 30-09-11,,,
2604,Ин-Тайм,"ул. Федьковича, 24б",,Сторожинец,,Черновицкая область,UA,00000, (67) 612-87-80,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Сторожинец  (склад № 1)",0 (800) 30-09-11,,,
1506,Ин-Тайм,"ул. Гагарина, 24",,Новый Буг,,Николаевская область,UA,00000, (67) 612-87-22,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:14:00",,"Новый Буг (склад № 1)",0 (800) 30-09-11,,,
1507,Ин-Тайм,"ул. Мира, 207а",,Казанка,,Николаевская область,UA,00000, (67) 612-87-69,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:14:00",,"Казанка (склад № 1)",0 (800) 30-09-11,,,
0316,Ин-Тайм,"ул. Ровенская, 83",,Луцк,,Волынская область,UA,00000, (67) 612-87-94,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Луцк Ровенская (склад № 3 до 30кг)",0 (800) 30-09-11,,,
0531,Ин-Тайм,"прт Ленина, 87а",,Мариуполь,,Донецкая область,UA,00000, (67) 612-86-88,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Мариуполь Ленина (склад № 3 до 30кг)",0 (800) 30-09-11,,,
1011,Ин-Тайм,"ул. Нагорная, 3",,Белая Церковь,,Киевская область,UA,00000, (67) 612-87-95,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:19:00,3:08:00:19:00,4:08:00:19:00,5:08:00:19:00,6:08:00:19:00,7:09:00:15:00",,"Белая Церковь Леваневского (склад № 2 до 30кг)",0 (800) 30-09-11,,,
1122,Ин-Тайм,"прт Григоренко, 36а",,Киев,,Киев,UA,00000, (67) 612-89-03,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Позняки (склад № 22 до 30кг)",0 (800) 30-09-11,,,
1627,Ин-Тайм,"ул. Маршала Малиновского, 84а",,Одесса,,Одесская область,UA,00000, (67) 612-87-91,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Одесса Малиновского (склад № 13 до 30кг)",0 (800) 30-09-11,,,
0533,Ин-Тайм,"ул. Пионерская, 7",,Николаевка,,Донецкая область,UA,00000, (67) 612-87-82,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Николаевка (склад № 1)",0 (800) 30-09-11,,,
0607,Ин-Тайм,"ул. Ленина, 86",,Чуднов,,Житомирская область,UA,00000, (67) 612-88-97,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Чуднов (склад № 1)",0 (800) 30-09-11,,,
0534,Ин-Тайм,"ул. Ленина, 3",,Селидово,,Донецкая область,UA,00000, (67) 612-88-73,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:15:00",,"Селидово (склад № 1)",0 (800) 30-09-11,,,
1723,Ин-Тайм,"ул. Шевченко, 107",,Великая Багачка,,Полтавская область,UA,00000, (67) 619-85-38,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Великая Багачка  (склад № 1)",0 (800) 30-09-11,,,
2417,Ин-Тайм,"ул. Ленина, 65",,Монастырище,,Черкасская область,UA,00000, (67) 619-85-33,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Монастырище (склад № 1)",0 (800) 30-09-11,,,
1421,Ин-Тайм,"ул. Д. Галицкого, 19",,Рава-Русская,,Львовская область,UA,00000, (67) 612-89-06,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Рава-Русская  (склад № 1)",0 (800) 30-09-11,,,
0608,Ин-Тайм,"ул. Ленина, 103",,Романов,,Житомирская область,UA,00000, (67) 612-88-59,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Романов (склад № 1)",0 (800) 30-09-11,,,
2310,Ин-Тайм,"ул. Независимости, 47а",,Волочиск,,Хмельницкая область,UA,00000, (67) 619-85-37,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Волочиск (склад № 1)",0 (800) 30-09-11,,,
2211,Ин-Тайм,"ул. Пролетарская, 101а",,Цюрупинск,,Херсонская область,UA,00000, (67) 619-85-30,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Цюрупинск (склад № 1)",0 (800) 30-09-11,,,
1422,Ин-Тайм,"ул. Трускавецкая, 125",,Борислав,,Львовская область,UA,00000, (67) 619-85-36,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Борислав  (склад № 1)",0 (800) 30-09-11,,,
1423,Ин-Тайм,"ул. Грушевского, 2",,Стебник,,Львовская область,UA,00000, (67) 619-85-34,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Стебник (склад № 1)",0 (800) 30-09-11,,,
1809,Ин-Тайм,"ул. Соборная, 10",,Ровно,,Ровенская область,UA,00000, (67) 617-29-79,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:15:00",,"Ровно Покровский (склад № 3 до 30кг)",0 (800) 30-09-11,,,
0609,Ин-Тайм,"ул. Первомайская, 16а",,Барановка,,Житомирская область,UA,00000, (67) 612-88-60,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Барановка  (склад № 1)",0 (800) 30-09-11,,,
1013,Ин-Тайм,"ул. Межигорского Спаса, 6",,Вышгород,,Киевская область,UA,00000, (67) 619-85-68,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Вышгород  (склад № 1)",0 (800) 30-09-11,,,
0216,Ин-Тайм,"ул. Ватутина, 137",,Винница,,Винницкая область,UA,00000, (67) 619-85-67,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Винница Транзит (склад № 4)",0 (800) 30-09-11,,,
1424,Ин-Тайм,"ул. Щирецкая, 5",,Львов,,Львовская область,UA,00000, (67) 619-85-42,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Львов Щирецкая (склад № 8)",0 (800) 30-09-11,,,
1724,Ин-Тайм,"ул. Ленина, 1/3",,Решетиловка,,Полтавская область,UA,00000, (67) 619-85-31,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Решетиловка (склад № 1)",0 (800) 30-09-11,,,
